,LEA,School State,School,Year,Category,Sex,Total_Disability,no_IEP,Total,LEP,Race,Count
4322,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWOD: School-related arrest,M,,,0.0,0.0,Hispanic,0.0
4323,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWOD: School-related arrest,F,,,0.0,0.0,Hispanic,0.0
4324,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,Total enrollment,M,,,268.0,17.0,Hispanic,8.0
4325,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,Total enrollment,F,,,259.0,14.0,Hispanic,8.0
4326,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4327,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4328,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Students receiving one or more in-school suspensions,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4329,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Students receiving one or more in-school suspensions,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4330,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Students receiving only one out-of-school suspension,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4331,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Students receiving only one out-of-school suspension,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4332,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Students receiving more than one out-of-school suspension,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4333,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4334,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4335,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4336,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4337,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4338,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4339,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4340,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Transferred to Alternative School,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4341,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4342,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Referral to law enforcement,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4343,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4344,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: School-related arrest,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4345,ST. LOUIS CITY,MO,METRO HIGH,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4346,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Corporal punishment,M,,,0.0,0.0,Hispanic,0.0
4347,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Corporal punishment,F,,,0.0,0.0,Hispanic,0.0
4348,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Students receiving one or more in-school suspensions,M,,,0.0,0.0,Hispanic,0.0
4349,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Students receiving one or more in-school suspensions,F,,,0.0,0.0,Hispanic,0.0
4350,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Students receiving only one out-of-school suspension,M,,,0.0,0.0,Hispanic,0.0
4351,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Students receiving only one out-of-school suspension,F,,,0.0,0.0,Hispanic,0.0
4352,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,0.0,0.0,Hispanic,0.0
4353,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,0.0,0.0,Hispanic,0.0
4354,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,Hispanic,0.0
4355,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,Hispanic,0.0
4356,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,Hispanic,0.0
4357,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,Hispanic,0.0
4358,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,Hispanic,0.0
4359,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,Hispanic,0.0
4360,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Transferred to Alternative School,M,,,0.0,0.0,Hispanic,0.0
4361,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Transferred to Alternative School,F,,,0.0,0.0,Hispanic,0.0
4362,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Referral to law enforcement,M,,,0.0,0.0,Hispanic,0.0
4363,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,Hispanic,0.0
4364,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: School-related arrest,M,,,0.0,0.0,Hispanic,0.0
4365,ST. LOUIS CITY,MO,METRO HIGH,2015,SWOD: School-related arrest,F,,,0.0,0.0,Hispanic,0.0
4366,ST. LOUIS CITY,MO,METRO HIGH,2015,Total enrollment,M,,,101.0,14.0,Hispanic,5.0
4367,ST. LOUIS CITY,MO,METRO HIGH,2015,Total enrollment,F,,,232.0,17.0,Hispanic,8.0
4368,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4369,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4370,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Students receiving one or more in-school suspensions,M,2.0,0.0,2.0,0.0,Hispanic,0.0
4371,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Students receiving one or more in-school suspensions,F,4.0,2.0,6.0,0.0,Hispanic,0.0
4372,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Students receiving only one out-of-school suspension,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4373,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Students receiving only one out-of-school suspension,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4374,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Students receiving more than one out-of-school suspension,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4375,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4376,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4377,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4378,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4379,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4380,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4381,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4382,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Transferred to Alternative School,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4383,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4384,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Referral to law enforcement,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4385,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4386,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: School-related arrest,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4387,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4388,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Corporal punishment,M,,,0.0,0.0,Hispanic,0.0
4389,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Corporal punishment,F,,,0.0,0.0,Hispanic,0.0
4390,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Students receiving one or more in-school suspensions,M,,,30.0,0.0,Hispanic,2.0
4391,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Students receiving one or more in-school suspensions,F,,,57.0,0.0,Hispanic,2.0
4392,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Students receiving only one out-of-school suspension,M,,,2.0,0.0,Hispanic,2.0
4393,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Students receiving only one out-of-school suspension,F,,,5.0,0.0,Hispanic,0.0
4394,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,0.0,0.0,Hispanic,0.0
4395,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,0.0,0.0,Hispanic,0.0
4396,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,Hispanic,0.0
4397,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,Hispanic,0.0
4398,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,Hispanic,0.0
4399,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,Hispanic,0.0
4400,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,Hispanic,0.0
4401,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,Hispanic,0.0
4402,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Transferred to Alternative School,M,,,2.0,0.0,Hispanic,0.0
4403,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Transferred to Alternative School,F,,,2.0,0.0,Hispanic,0.0
4404,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Referral to law enforcement,M,,,0.0,0.0,Hispanic,0.0
4405,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,Hispanic,0.0
4406,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: School-related arrest,M,,,0.0,0.0,Hispanic,0.0
4407,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,SWOD: School-related arrest,F,,,0.0,0.0,Hispanic,0.0
4408,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,Total enrollment,M,,,105.0,2.0,Hispanic,5.0
4409,ST. LOUIS CITY,MO,CENTRAL VISUAL/PERF. ARTS HIGH,2015,Total enrollment,F,,,301.0,11.0,Hispanic,14.0
4410,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4411,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4412,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Students receiving one or more in-school suspensions,M,4.0,0.0,4.0,0.0,Hispanic,0.0
4413,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Students receiving one or more in-school suspensions,F,2.0,0.0,2.0,0.0,Hispanic,0.0
4414,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Students receiving only one out-of-school suspension,M,2.0,0.0,2.0,0.0,Hispanic,0.0
4415,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Students receiving only one out-of-school suspension,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4416,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Students receiving more than one out-of-school suspension,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4417,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4418,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4419,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4420,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4421,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4422,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4423,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4424,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Transferred to Alternative School,M,2.0,0.0,2.0,0.0,Hispanic,0.0
4425,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4426,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Referral to law enforcement,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4427,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4428,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: School-related arrest,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4429,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4430,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Corporal punishment,M,,,0.0,0.0,Hispanic,0.0
4431,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Corporal punishment,F,,,0.0,0.0,Hispanic,0.0
4432,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Students receiving one or more in-school suspensions,M,,,34.0,0.0,Hispanic,0.0
4433,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Students receiving one or more in-school suspensions,F,,,27.0,2.0,Hispanic,2.0
4434,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Students receiving only one out-of-school suspension,M,,,20.0,0.0,Hispanic,0.0
4435,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Students receiving only one out-of-school suspension,F,,,31.0,0.0,Hispanic,0.0
4436,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,8.0,0.0,Hispanic,0.0
4437,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,2.0,0.0,Hispanic,0.0
4438,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,Hispanic,0.0
4439,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,Hispanic,0.0
4440,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,Hispanic,0.0
4441,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,Hispanic,0.0
4442,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,Hispanic,0.0
4443,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,Hispanic,0.0
4444,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Transferred to Alternative School,M,,,8.0,0.0,Hispanic,0.0
4445,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Transferred to Alternative School,F,,,8.0,0.0,Hispanic,0.0
4446,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Referral to law enforcement,M,,,2.0,0.0,Hispanic,0.0
4447,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,Hispanic,0.0
4448,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: School-related arrest,M,,,2.0,0.0,Hispanic,0.0
4449,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,SWOD: School-related arrest,F,,,0.0,0.0,Hispanic,0.0
4450,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,Total enrollment,M,,,292.0,2.0,Hispanic,0.0
4451,ST. LOUIS CITY,MO,MILLER CAREER ACADEMY,2015,Total enrollment,F,,,372.0,5.0,Hispanic,5.0
4452,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4453,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4454,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Students receiving one or more in-school suspensions,M,5.0,0.0,5.0,0.0,Hispanic,0.0
4455,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Students receiving one or more in-school suspensions,F,2.0,0.0,2.0,0.0,Hispanic,0.0
4456,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Students receiving only one out-of-school suspension,M,2.0,0.0,2.0,0.0,Hispanic,0.0
4457,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Students receiving only one out-of-school suspension,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4458,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Students receiving more than one out-of-school suspension,M,2.0,0.0,2.0,0.0,Hispanic,0.0
4459,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4460,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4461,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4462,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4463,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4464,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4465,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4466,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Transferred to Alternative School,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4467,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4468,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Referral to law enforcement,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4469,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4470,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: School-related arrest,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4471,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4472,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Corporal punishment,M,,,0.0,0.0,Hispanic,0.0
4473,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Corporal punishment,F,,,0.0,0.0,Hispanic,0.0
4474,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Students receiving one or more in-school suspensions,M,,,0.0,0.0,Hispanic,0.0
4475,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Students receiving one or more in-school suspensions,F,,,0.0,0.0,Hispanic,0.0
4476,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Students receiving only one out-of-school suspension,M,,,0.0,0.0,Hispanic,0.0
4477,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Students receiving only one out-of-school suspension,F,,,0.0,0.0,Hispanic,0.0
4478,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,0.0,0.0,Hispanic,0.0
4479,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,0.0,0.0,Hispanic,0.0
4480,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,Hispanic,0.0
4481,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,Hispanic,0.0
4482,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,Hispanic,0.0
4483,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,Hispanic,0.0
4484,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,Hispanic,0.0
4485,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,Hispanic,0.0
4486,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Transferred to Alternative School,M,,,0.0,0.0,Hispanic,0.0
4487,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Transferred to Alternative School,F,,,0.0,0.0,Hispanic,0.0
4488,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Referral to law enforcement,M,,,0.0,0.0,Hispanic,0.0
4489,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,Hispanic,0.0
4490,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: School-related arrest,M,,,0.0,0.0,Hispanic,0.0
4491,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,SWOD: School-related arrest,F,,,0.0,0.0,Hispanic,0.0
4492,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,Total enrollment,M,,,80.0,8.0,Hispanic,5.0
4493,ST. LOUIS CITY,MO,COMMUNITY ACCESS JOB TRAINING,2015,Total enrollment,F,,,65.0,5.0,Hispanic,2.0
4494,ST. LOUIS CITY,MO,BEAUMONT CTE HIGH SCHOOL,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,Hispanic,0.0
4495,ST. LOUIS CITY,MO,BEAUMONT CTE HIGH SCHOOL,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,Hispanic,0.0
4496,ST. LOUIS CITY,MO,BEAUMONT CTE HIGH SCHOOL,2015,SWD: Students receiving one or more in-school suspensions,M,0.0,0.0,0.0,0.0,Hispanic,0.0
